transaction_id,wallet_id,transaction_amount,transaction_fee,block_confirmation_time,input_count,output_count,wallet_age_days,total_wallet_transactions,avg_wallet_transaction_value,cross_border_flag,mixing_service_used,darknet_association_score,transaction_velocity_24h,unusual_pattern_score,risk_label
TX3438,W70011,47.530638,0.002846,373,4,13,2888,3363,7.435185,0,0,0.215,114,0.971,1
TX3439,W48635,31.712998,0.000106,337,5,5,3451,1389,15.756037,0,0,0.972,196,0.367,0
TX3440,W66115,17.695929,0.008667,134,1,3,381,8298,24.273682,0,0,0.229,92,0.194,0
TX3441,W88405,30.166675,0.008242,182,10,13,946,5753,6.808971,0,0,0.537,16,0.194,0
TX3442,W82702,15.600753,0.00132,99,13,19,2654,1822,19.747209,0,0,0.329,128,0.175,0
TX3443,W88518,45.491272,0.003804,321,15,12,2003,8477,22.785545,1,0,0.077,160,0.347,0
TX3444,W82805,43.520153,0.006647,105,1,19,908,596,9.795399,0,0,0.953,173,0.582,0
TX3445,W68954,27.912029,0.006556,200,18,17,3801,9255,6.339307,1,1,0.374,157,0.883,0
TX3446,W38064,16.240621,0.008617,212,14,11,3756,6656,12.281762,0,0,0.645,76,0.934,0
TX3447,W89063,14.67019,0.001489,477,18,3,973,8744,22.418835,0,0,0.862,51,0.6,0
TX3448,W12454,1.671866,0.004356,12,12,2,1860,7878,0.284437,0,0,0.553,108,0.633,1
TX3449,W30878,40.791227,0.001063,140,12,14,3003,5785,12.170921,1,0,0.713,136,0.521,0
TX3450,W61098,22.51971,0.003957,265,5,17,2698,6885,18.942306,0,0,0.785,199,0.337,0
TX3451,W72154,16.257321,0.00025,151,7,2,304,6050,15.032249,0,0,0.382,74,0.534,0
TX3452,W22991,23.556047,0.008993,462,13,18,1180,3606,12.438511,0,0,0.629,130,0.165,0
TX3453,W78344,40.937081,0.005318,442,9,15,2821,9528,13.844794,1,0,0.206,175,0.323,0
TX3454,W46593,6.231586,0.008513,417,6,12,3036,7288,15.484599,0,0,0.055,25,0.2,1
TX3455,W46304,42.882942,0.000693,504,7,16,3372,696,17.055058,0,0,0.987,83,0.84,1
TX3456,W40386,44.875544,0.002352,236,18,16,3743,3045,8.911078,0,0,0.093,52,0.163,0
TX3457,W65220,47.335449,0.002668,105,15,7,272,1947,12.93919,0,0,0.429,139,0.747,0
TX3458,W79338,19.875002,0.003928,151,8,6,123,2723,6.84652,0,0,0.067,65,0.066,0
TX3459,W31083,10.857803,0.008048,511,16,14,511,9716,24.599911,0,0,0.923,192,0.66,0
TX3460,W28354,18.682667,0.003927,562,17,8,2327,9876,4.690329,0,0,0.109,92,0.766,0
TX3461,W32190,16.646272,0.002126,108,3,19,2909,1807,3.774924,0,0,0.787,22,0.101,0
TX3462,W16142,8.808519,0.000743,340,13,19,3439,8142,6.727869,0,0,0.716,5,0.772,0
TX3463,W38398,30.363726,0.000887,450,9,12,1557,8302,23.002156,0,0,0.045,170,0.586,0
TX3464,W61971,23.831731,0.007624,448,15,9,2946,8984,16.474813,0,0,0.721,104,0.686,0
TX3465,W51862,43.285184,0.004504,122,16,9,2839,8126,11.403629,0,0,0.969,58,0.723,0
TX3466,W63410,1.606447,0.007289,521,16,5,720,2640,23.135631,1,0,0.521,108,0.163,0
TX3467,W29503,32.193753,0.006855,571,19,14,907,9179,22.504678,0,0,0.29,124,0.798,0
TX3468,W58456,38.147681,0.00144,535,4,1,1654,3884,10.045797,1,0,0.545,93,0.782,1
TX3469,W92035,37.974569,0.001515,92,19,3,2171,3726,14.095388,0,0,0.121,96,0.647,0
TX3470,W18016,44.303812,0.007578,480,19,11,1737,8265,22.635296,1,1,0.956,188,0.505,1
TX3471,W12384,36.451958,0.007241,489,2,4,3458,4974,7.991773,0,0,0.365,169,0.85,0
TX3472,W72320,46.390575,0.003843,299,6,1,1874,2765,10.194355,0,0,0.457,110,0.881,1
TX3473,W25072,16.633497,0.000866,385,13,6,397,3990,19.827435,0,1,0.401,102,0.335,0
TX3474,W90018,25.160968,0.00022,287,15,10,2349,592,17.468985,0,0,0.028,192,0.533,1
TX3475,W50510,0.704969,0.002953,160,10,4,1864,8217,1.225773,0,0,0.034,23,0.45,0
TX3476,W58933,0.348872,0.000191,184,10,17,3466,6321,2.943237,0,0,0.562,113,0.425,1
TX3477,W31826,12.007091,0.002378,91,4,5,603,5399,21.158134,0,0,0.502,34,0.828,0
TX3478,W78026,5.041259,0.004253,410,14,2,2641,5340,0.753171,0,0,0.986,24,0.664,0
TX3479,W35518,13.011308,0.001302,500,8,1,216,9219,22.999031,0,1,0.263,125,0.474,1
TX3480,W34045,8.852988,0.001132,271,6,16,3861,3900,6.801101,1,0,0.368,14,0.788,0
TX3481,W60876,1.426973,0.008975,598,12,7,1,9623,14.963496,0,0,0.988,26,0.943,0
TX3482,W61919,45.465298,0.005896,68,8,3,3216,9761,14.118876,0,0,0.048,142,0.408,0
TX3483,W37103,0.412148,0.009351,123,6,14,1274,6838,9.912381,0,0,0.643,15,0.135,1
TX3484,W46188,36.804371,0.003524,345,15,19,1195,7321,0.795609,0,0,0.102,105,0.92,0
TX3485,W15845,7.608242,0.006804,317,19,16,3041,9305,4.819857,0,0,0.946,61,0.957,0
TX3486,W96698,45.611569,0.002126,167,14,6,2182,1877,15.378187,0,0,0.288,125,0.409,0
TX3487,W46674,44.639904,0.006222,509,3,1,1100,7671,11.164856,0,0,0.814,183,0.648,0
TX3488,W29337,32.695403,0.001383,297,18,7,3552,159,10.351788,0,1,0.911,21,0.09,0
TX3489,W32313,33.612035,0.000121,381,10,11,2672,734,2.451595,0,0,0.847,192,0.046,0
TX3490,W36943,0.267952,0.009322,546,14,18,762,4455,8.684714,0,0,0.557,144,0.094,0
TX3491,W87949,49.243593,0.005593,405,14,9,267,2029,13.165499,0,0,0.973,58,0.774,0
TX3492,W10276,43.891752,0.009277,404,7,3,2514,6844,1.951541,0,0,0.677,10,0.459,0
TX3493,W61151,44.755416,0.003405,403,7,8,3522,765,1.676727,0,0,0.786,129,0.655,0
TX3494,W27611,32.962568,0.003345,491,11,8,96,192,12.293919,0,0,0.244,92,0.555,1
TX3495,W21944,17.240002,0.004066,519,18,1,2801,8436,14.035692,0,0,0.418,185,0.194,0
TX3496,W62887,44.682539,0.00709,28,10,10,2324,7138,6.448461,0,0,0.598,69,0.814,0
TX3497,W91442,14.576555,0.005702,63,15,15,2837,9126,8.150901,0,0,0.146,11,0.214,0
TX3498,W59847,28.136014,0.009261,244,12,10,2852,1101,19.923792,0,0,0.966,182,0.182,0
TX3499,W68653,4.987449,0.000352,315,17,8,1574,8925,21.732208,0,0,0.11,113,0.618,0
TX3500,W96072,46.09786,0.007111,325,17,2,312,4053,8.137465,0,0,0.733,130,0.869,0
TX3501,W66622,7.039382,0.00337,485,1,18,1371,8973,8.899307,1,0,0.058,108,0.866,1
TX3502,W37810,11.245615,0.001884,576,6,2,2031,794,20.759861,0,0,0.103,76,0.438,0
TX3503,W87842,27.90715,0.005153,418,15,19,267,5099,24.346124,0,0,0.623,193,0.685,0
TX3504,W20503,38.204886,0.0051,326,19,9,2322,8283,8.021624,0,0,0.452,91,0.825,0
TX3505,W94761,30.967946,0.001456,406,14,10,3665,6712,19.720277,0,0,0.004,65,0.216,0
TX3506,W46976,11.607464,0.002099,63,10,4,1122,1642,11.997512,0,0,0.394,0,0.395,0
TX3507,W21590,0.048151,0.004141,57,10,1,2605,3359,6.600564,0,0,0.25,79,0.633,0
TX3508,W20886,37.857772,0.004147,68,7,11,2714,3857,17.047812,0,0,0.872,64,0.839,0
TX3509,W22866,49.260381,0.003244,123,7,2,2942,8628,11.569134,1,1,0.708,119,0.336,0
TX3510,W76624,40.495846,0.001571,290,14,4,1339,1917,6.711379,1,0,0.737,30,0.621,1
TX3511,W78899,23.010871,0.000143,22,15,15,3206,47,2.689669,0,1,0.951,107,0.059,0
TX3512,W42792,45.188459,0.009705,9,9,13,555,8183,21.675191,1,0,0.71,123,0.933,0
TX3513,W19764,20.492974,0.009441,396,15,1,1118,2355,21.967908,0,0,0.161,122,0.896,0
TX3514,W96156,26.247179,0.004888,164,9,2,3252,114,1.883294,0,1,0.937,127,0.922,0
TX3515,W52727,23.857011,0.009951,146,7,6,1895,1082,16.58825,0,0,0.113,17,0.968,0
TX3516,W88471,22.381746,0.006769,401,11,7,2304,4140,4.07281,0,0,0.193,173,0.846,0
TX3517,W18068,38.759763,0.000782,22,5,19,3006,7151,16.161539,0,0,0.285,25,0.211,0
TX3518,W17295,26.338919,0.001265,584,9,4,2802,8586,22.691354,1,0,0.175,23,0.581,0
TX3519,W51160,15.836539,0.009169,118,6,18,3808,1590,6.512765,0,0,0.018,168,0.18,0
TX3520,W21390,12.90865,0.006338,538,7,9,1041,7714,8.704752,0,0,0.459,111,0.02,1
TX3521,W30131,1.888328,0.008448,536,14,11,3917,4856,19.880298,0,0,0.688,29,0.143,0
TX3522,W85969,29.160175,0.008993,465,19,5,1653,9630,18.386991,0,0,0.421,7,0.842,1
TX3523,W25038,11.498841,0.004535,290,11,1,558,6031,10.222296,0,1,0.235,67,0.744,1
TX3524,W62327,7.407548,0.00058,9,7,2,681,1526,21.215217,0,0,0.883,173,0.76,0
TX3525,W87064,32.691844,0.001964,133,6,3,1165,6568,23.015431,0,0,0.388,187,0.406,0
TX3526,W31281,34.060782,0.000759,503,4,17,2438,4596,11.321565,0,0,0.839,173,0.027,0
TX3527,W64189,37.607992,0.001969,280,14,2,2774,7446,0.995896,0,1,0.178,73,0.318,0
TX3528,W58511,25.179341,0.004164,87,3,1,737,5600,12.740905,0,0,0.333,0,0.455,0
TX3529,W18605,44.702836,0.00127,122,17,2,2948,4311,18.494665,0,0,0.804,61,0.358,0
TX3530,W11381,46.817201,0.001751,33,15,8,3762,8936,5.508693,0,1,0.03,173,0.501,0
TX3531,W76634,40.36874,0.004514,362,1,13,2096,2166,2.494764,0,0,0.92,146,0.612,0
TX3532,W29810,31.780039,0.003468,161,11,14,2659,6705,7.137514,0,0,0.397,2,0.118,0
TX3533,W34322,15.186744,0.00473,35,13,12,2843,9847,0.299556,1,0,0.978,101,0.908,0
TX3534,W51869,49.147263,0.004349,290,3,9,3334,5570,17.889639,0,0,0.701,102,0.56,0
TX3535,W42955,13.707534,0.00648,340,13,19,2618,5779,3.660248,0,0,0.949,185,0.856,0
TX3536,W71388,10.133643,0.009378,574,18,7,2301,3812,18.093989,0,0,0.066,89,0.474,0
TX3537,W20207,22.108264,0.001168,317,9,10,1727,3470,5.871354,0,0,0.722,120,0.731,0
TX3538,W97329,2.842972,0.001083,127,2,3,513,263,24.801632,0,0,0.875,78,0.895,0
TX3539,W77628,48.924745,0.008543,375,8,19,2795,4432,13.299567,0,0,0.988,62,0.601,0
TX3540,W38220,29.422089,0.005113,318,2,17,796,3802,1.043058,0,0,0.033,76,0.409,0
TX3541,W94050,27.848048,0.007687,32,1,8,2845,9209,19.319245,0,0,0.083,123,0.576,0
TX3542,W84085,32.790158,0.002233,159,3,18,864,984,10.258155,0,0,0.732,9,0.167,0
TX3543,W32031,24.851685,0.008306,234,17,7,156,7672,15.186959,0,0,0.039,181,0.702,0
TX3544,W80721,1.604144,0.009246,553,7,7,1627,1560,23.780818,0,0,0.011,145,0.037,0
TX3545,W90807,30.615952,0.006391,10,10,16,1994,2703,12.936572,0,0,0.545,68,0.452,1
TX3546,W81312,35.808978,0.001148,477,19,15,3282,5687,20.111365,0,0,0.529,58,0.546,0
TX3547,W69766,20.838036,0.008963,322,9,14,324,7522,7.576793,0,0,0.614,171,0.403,0
TX3548,W22449,37.865021,0.007946,229,18,16,3814,4498,17.865881,0,0,0.014,176,0.483,0
TX3549,W99833,11.350838,0.007534,37,15,9,1789,5803,2.492082,0,0,0.503,99,0.176,0
TX3550,W66699,11.064608,0.000464,93,17,10,1779,6629,22.334793,0,1,0.287,110,0.078,0
TX3551,W91253,8.071688,0.00801,338,17,15,1065,8582,5.001688,0,0,0.756,183,0.443,0
TX3552,W56092,18.600366,0.001466,44,19,10,362,4269,7.555219,0,0,0.348,147,0.934,0
TX3553,W73671,42.350755,0.002302,379,9,2,2420,4049,23.955715,0,0,0.357,151,0.18,0
TX3554,W20350,41.395775,0.005814,302,6,5,2999,507,3.888788,1,0,0.654,167,0.283,0
TX3555,W78487,19.141828,0.002723,397,19,8,1440,6288,6.3677,0,0,0.661,57,0.879,0
TX3556,W27622,29.456348,0.006647,22,8,6,2683,247,14.508681,0,0,0.058,150,0.267,1
TX3557,W80263,36.041095,0.00612,531,6,6,2757,6685,24.517543,0,0,0.626,40,0.386,0
TX3558,W63117,12.061098,0.001171,136,17,1,3734,7553,17.288573,0,0,0.658,186,0.102,0
TX3559,W68394,8.407886,0.006595,294,6,16,3449,2715,2.86361,0,0,0.458,141,0.047,1
TX3560,W33782,48.604828,0.009247,213,13,18,752,6756,18.705448,0,0,0.828,42,0.66,0
TX3561,W38454,30.878248,0.001695,331,2,3,1337,9635,10.661124,1,0,0.009,102,0.149,0
TX3562,W77904,49.070805,0.006011,507,12,7,1302,2640,24.8083,0,0,0.968,138,0.559,1
TX3563,W25592,16.888462,0.003484,283,7,12,322,6685,15.721639,0,0,0.376,85,0.43,0
TX3564,W32173,35.151882,0.00465,386,6,10,1961,4158,13.303578,0,0,0.596,98,0.094,0
TX3565,W43204,11.130959,0.002941,313,17,10,555,1919,13.936056,0,0,0.034,158,0.429,1
TX3566,W45596,13.060747,0.003606,281,8,9,3106,5922,16.04263,0,0,0.709,16,0.248,0
TX3567,W44324,25.595594,0.000386,80,6,11,114,944,18.298414,0,0,0.544,81,0.858,0
TX3568,W71202,15.981587,0.009817,302,19,19,2,8309,1.967263,0,0,0.96,180,0.263,0
TX3569,W99400,8.381911,0.006286,382,9,8,750,2558,3.275431,0,0,0.423,45,0.699,0
TX3570,W40750,13.144772,0.005057,437,16,18,2807,9416,7.518938,0,0,0.722,108,0.685,0
TX3571,W86112,1.788384,0.003899,116,18,4,3643,6699,11.954079,0,0,0.074,152,0.193,0
TX3572,W26566,35.221477,0.00544,76,19,2,3108,989,7.783574,0,0,0.065,152,0.556,0
TX3573,W17190,24.606341,0.003863,321,7,13,3816,7937,5.353815,0,0,0.949,182,0.841,0
TX3574,W98607,4.713059,0.003663,25,8,14,3080,6694,23.126492,0,0,0.253,124,0.1,0
TX3575,W48333,8.585528,0.004693,192,19,15,1185,8156,0.824687,1,0,0.912,149,0.611,1
TX3576,W90905,5.127624,0.002832,125,1,13,2849,4280,23.468067,0,0,0.088,169,0.17,0
TX3577,W99571,30.630028,0.001882,346,13,6,3524,3568,22.681985,1,0,0.638,11,0.241,0
TX3578,W11589,4.711424,0.00561,308,1,6,3602,7161,17.097706,0,0,0.552,182,0.648,0
TX3579,W35235,37.714362,0.008443,451,11,1,1600,9929,0.823039,0,0,0.966,42,0.638,0
TX3580,W10159,1.026525,0.001613,500,2,15,573,3114,5.641635,0,0,0.404,37,0.665,0
TX3581,W22145,12.46954,0.000424,525,3,6,83,9516,24.477725,1,0,0.048,4,0.543,0
TX3582,W90909,44.533443,0.002543,189,13,15,1034,8708,22.6497,0,0,0.474,53,0.784,0
TX3583,W41921,35.926847,0.009799,336,7,15,434,4215,24.114653,0,1,0.824,16,0.648,0
TX3584,W26237,3.649344,0.008305,580,2,14,618,3149,24.903118,1,0,0.052,108,0.213,0
TX3585,W18244,41.056484,0.005999,354,2,10,3305,4888,1.606548,1,0,0.036,144,0.101,0
TX3586,W24743,24.652263,0.0093,324,3,8,1246,2887,14.275855,0,1,0.822,31,0.01,0
TX3587,W56101,42.339305,0.004508,541,13,4,790,7291,20.855099,0,0,0.824,61,0.007,0
TX3588,W94227,30.037388,0.009834,416,12,6,3623,2482,7.999527,0,0,0.2,33,0.106,0
TX3589,W66378,34.09197,0.003033,160,1,17,2918,2011,10.894612,0,0,0.657,186,0.434,0
TX3590,W81126,49.675085,0.002479,537,18,7,321,1426,7.100629,0,0,0.064,68,0.006,0
TX3591,W66071,11.617545,0.006417,506,5,12,798,7518,0.961423,0,0,0.766,89,0.383,0
TX3592,W81121,31.197655,0.003844,490,19,4,3717,668,1.827106,0,0,0.305,131,0.777,0
TX3593,W84763,23.016609,0.006301,158,10,14,1779,5533,0.54583,0,1,0.231,108,0.129,0
TX3594,W22237,1.973558,0.003119,72,6,4,2927,6473,13.185839,0,0,0.678,71,0.788,0
TX3595,W25649,0.724518,0.006217,496,18,16,1306,103,15.464393,1,0,0.912,69,0.19,0
TX3596,W47713,5.96231,0.00283,45,15,1,1144,5461,7.699465,0,0,0.042,106,0.228,0
TX3597,W83463,32.454938,0.000605,531,14,18,2111,3686,20.655452,1,0,0.144,127,0.244,0
TX3598,W55409,28.358587,0.00913,173,16,19,3758,5165,22.201454,1,0,0.256,131,0.324,0
TX3599,W58766,27.671925,0.008844,116,4,10,1567,6489,3.50231,0,0,0.928,141,0.501,0
TX3600,W56154,1.593806,0.009711,467,19,5,1767,49,1.307592,0,0,0.877,187,0.681,0
TX3601,W17016,23.465681,0.007194,56,8,13,3241,4948,7.991322,1,0,0.907,50,0.776,0
TX3602,W89563,46.231216,0.006859,259,1,6,652,9618,17.827558,1,0,0.378,140,0.022,0
TX3603,W58688,19.880196,0.005634,162,13,4,1297,8660,12.690523,0,0,0.232,103,0.145,1
TX3604,W99678,31.246499,0.001347,304,9,16,2706,8239,12.207369,0,0,0.192,29,0.748,0
TX3605,W64238,38.991154,0.001973,431,1,8,2754,4720,3.818736,0,0,0.882,66,0.772,0
TX3606,W68608,39.19648,0.002966,311,15,16,369,3828,8.792838,1,0,0.231,17,0.944,0
TX3607,W99081,25.964485,0.008913,103,15,11,472,1294,23.972693,1,0,0.531,20,0.291,0
TX3608,W41897,42.897739,0.001812,125,14,1,3932,6101,8.520605,0,0,0.332,88,0.225,0
TX3609,W60961,19.569513,0.009236,34,5,18,756,6909,14.789896,0,0,0.499,43,0.574,0
TX3610,W78703,44.434772,0.005276,234,17,4,1319,1317,1.468139,0,0,0.346,56,0.079,0
TX3611,W54757,12.012118,0.007184,258,6,11,1098,7751,1.605718,0,0,0.293,183,0.725,0
TX3612,W36917,14.01154,0.001191,408,9,10,879,499,10.612107,0,0,0.427,103,0.478,0
TX3613,W32736,2.656978,0.002763,498,19,16,929,9893,15.106768,0,0,0.333,46,0.71,0
TX3614,W37990,39.779296,0.009589,35,17,10,984,487,9.314803,0,0,0.84,134,0.159,0
TX3615,W72551,20.853345,0.002735,166,7,5,3531,7580,4.483549,0,0,0.581,114,0.465,0
TX3616,W68161,11.456602,0.003036,436,8,18,648,4475,18.401573,0,0,0.176,196,0.345,1
TX3617,W89623,11.590282,0.002056,160,15,11,2651,8967,3.509695,0,1,0.236,192,0.471,1
TX3618,W32440,45.070096,0.001378,327,6,3,3610,5741,16.703738,1,0,0.054,125,0.558,0
TX3619,W45205,41.695996,0.002409,195,1,9,1612,889,23.918795,0,0,0.3,18,0.685,1
TX3620,W90811,27.676991,0.006459,180,9,15,2595,4788,11.768716,0,0,0.67,168,0.867,0
TX3621,W65103,30.805924,0.004608,521,7,19,3897,7333,5.018838,1,0,0.183,95,0.233,0
TX3622,W80812,23.716804,0.005582,528,19,19,207,4110,21.051125,0,0,0.099,65,0.427,0
TX3623,W51627,19.583935,0.001311,575,4,5,789,7737,12.64185,1,0,0.321,81,0.113,0
TX3624,W29008,45.773929,0.008041,343,1,6,3237,7172,23.081318,0,0,0.613,144,0.334,0
TX3625,W81274,6.28151,0.007863,323,9,4,124,1105,18.017446,1,0,0.473,185,0.38,0
TX3626,W42402,20.922921,0.000314,115,2,12,1758,9070,10.770934,0,0,0.332,98,0.441,0
TX3627,W63384,17.228751,0.003897,477,16,5,1925,181,15.438433,1,0,0.883,127,0.927,1
TX3628,W15793,24.908038,0.000781,21,2,3,273,4768,4.257411,0,1,0.469,195,0.91,0
TX3629,W15571,22.882136,0.007942,224,3,10,3454,870,9.686888,0,0,0.455,174,0.069,0
TX3630,W26209,25.944958,0.007399,491,14,13,474,8409,14.850843,0,0,0.032,192,0.414,0
TX3631,W53148,6.996809,0.00903,309,13,4,354,5386,14.755146,0,0,0.639,141,0.32,0
TX3632,W12224,25.657562,0.00244,521,17,8,2145,2811,14.684512,0,1,0.459,76,0.361,1
TX3633,W58695,12.121698,0.004617,133,10,1,2130,8817,18.590967,1,0,0.145,111,0.751,0
TX3634,W42441,9.217383,0.001926,28,3,2,537,6334,2.650278,0,0,0.244,143,0.197,0
TX3635,W49129,3.242646,0.003775,545,4,4,3433,632,1.850691,0,0,0.202,32,0.756,0
TX3636,W72368,38.132865,0.00527,136,5,1,1085,7568,3.709038,1,0,0.122,98,0.917,1
TX3637,W54760,21.372669,0.000628,560,11,7,1118,131,19.811934,0,0,0.436,132,0.694,1
TX3638,W33478,31.332558,0.007177,325,6,5,3877,8722,1.630695,0,0,0.363,183,0.411,0
TX3639,W81854,36.37994,0.005479,501,1,13,3028,6560,5.638635,1,0,0.36,36,0.063,0
TX3640,W95716,33.966154,0.008307,386,19,13,2413,1148,6.376852,0,0,0.252,139,0.104,0
TX3641,W22180,23.525565,0.002791,220,7,8,962,562,16.184818,0,0,0.436,110,0.715,0
TX3642,W25372,19.395539,0.009043,547,10,17,758,3587,10.046722,0,0,0.548,72,0.114,0
TX3643,W39796,18.79862,0.009987,15,12,10,3725,1096,4.982841,0,0,0.612,192,0.414,1
TX3644,W68272,32.0028,0.009201,86,12,10,2937,2173,11.243966,1,0,0.22,36,0.872,0
TX3645,W99963,24.740223,0.007801,160,1,2,1789,7173,17.139429,0,0,0.728,81,0.536,0
TX3646,W64040,42.456763,0.008142,170,9,6,1320,84,19.653436,0,0,0.027,192,0.337,0
TX3647,W85357,43.735225,0.00578,212,17,1,682,2988,3.105841,0,0,0.75,46,0.231,1
TX3648,W81368,8.528848,0.001983,28,12,18,852,6876,17.870743,0,0,0.283,134,0.54,0
TX3649,W88356,6.812546,0.006803,336,2,3,3910,5143,0.123021,0,0,0.37,22,0.34,0
TX3650,W26211,31.520416,0.007156,566,9,7,1995,5080,18.110848,0,0,0.581,16,0.959,0
TX3651,W15842,15.061986,0.009855,523,12,16,750,906,16.528487,0,0,0.61,169,0.014,0
TX3652,W73115,0.929517,0.005459,515,4,3,3993,6794,11.721978,1,0,0.421,61,0.945,0
TX3653,W76852,44.432245,0.002787,597,12,6,170,3233,3.430463,0,0,0.938,102,0.211,0
TX3654,W55968,11.345811,0.006868,245,18,4,2954,3145,19.11608,0,0,0.858,101,0.574,0
TX3655,W27508,46.464103,0.009796,185,3,16,863,9313,1.80311,0,0,0.225,181,0.264,0
TX3656,W32005,35.872005,0.001854,297,1,3,2347,9802,22.39026,0,0,0.589,171,0.818,1
TX3657,W64575,38.132912,0.003327,87,18,4,708,8731,19.338775,0,0,0.721,48,0.699,0
TX3658,W90742,10.073873,0.005465,570,8,11,3968,6206,18.526678,1,0,0.217,30,0.234,1
TX3659,W28971,11.710487,0.001785,94,19,17,857,8594,18.862312,1,0,0.018,170,0.565,0
TX3660,W35599,26.063866,0.00032,443,4,19,2716,199,1.698655,0,0,0.976,9,0.909,1
TX3661,W97592,8.605821,0.003436,547,16,8,920,5334,24.748828,0,0,0.958,102,0.224,0
TX3662,W76914,15.272279,0.008667,197,17,14,1635,6922,21.466405,0,0,0.32,48,0.814,0
TX3663,W77055,16.073802,0.00053,492,9,16,2857,9724,12.703256,0,0,0.239,121,0.793,0
TX3664,W97697,7.982337,0.004346,353,8,19,1341,4123,17.987814,0,0,0.155,139,0.383,0
TX3665,W15355,10.259936,0.007646,93,19,16,2940,5101,18.484036,1,0,0.687,36,0.038,0
TX3666,W64120,39.427804,0.009537,127,7,10,3717,972,20.746334,0,0,0.755,32,0.167,1
TX3667,W84619,8.360626,0.009856,378,12,15,3937,5315,6.391798,1,0,0.42,43,0.474,0
TX3668,W48342,1.423841,0.004277,51,1,4,1675,5559,9.307598,1,0,0.243,160,0.471,0
TX3669,W95992,31.468118,0.009509,437,17,4,264,8043,19.994136,0,0,0.449,172,0.106,0
TX3670,W88860,48.79918,0.000451,150,6,13,3733,2371,19.226907,0,0,0.516,46,0.287,0
TX3671,W12257,16.56136,0.007485,7,5,12,480,8090,13.070157,0,0,0.543,71,0.378,0
TX3672,W37364,5.933667,0.006463,534,7,15,960,7982,9.911172,0,0,0.443,75,0.817,0
TX3673,W34972,28.519796,0.00257,318,12,13,1285,9826,24.21138,0,0,0.004,180,0.898,0
TX3674,W36654,45.317804,0.005122,331,5,6,1570,5322,10.381385,0,1,0.472,154,0.604,0
TX3675,W90769,39.203305,0.001383,85,2,14,2569,7619,19.102003,0,0,0.347,106,0.274,1
TX3676,W91423,31.126171,0.008729,157,4,3,2854,8952,10.321933,0,0,0.557,186,0.686,0
TX3677,W39320,15.75351,0.003643,406,17,8,3115,1372,7.752806,0,0,0.069,90,0.945,0
TX3678,W30808,27.094467,0.006298,492,8,12,1120,2059,16.028509,0,0,0.879,74,0.11,0
TX3679,W62389,4.563151,0.001672,71,5,14,1418,8627,20.192321,0,0,0.875,177,0.281,0
TX3680,W44773,33.947592,0.002141,93,17,5,524,3104,24.534624,0,0,0.564,147,0.547,1
TX3681,W61168,36.255076,0.00992,139,4,2,3427,840,3.731113,0,0,0.737,96,0.341,0
TX3682,W37747,48.251616,0.007556,206,18,10,999,6292,21.904101,1,1,0.438,118,0.864,1
TX3683,W86396,13.020608,0.009624,432,18,3,402,6413,13.108307,0,1,0.59,183,0.261,0
TX3684,W93692,0.923802,0.003029,183,18,10,1495,7802,2.702485,0,0,0.618,17,0.883,0
TX3685,W67505,27.280878,0.001729,343,16,9,2700,4739,19.861522,0,1,0.354,192,0.833,0
TX3686,W95896,35.339818,0.00508,83,11,17,3359,5007,8.295295,0,0,0.961,78,0.168,0
TX3687,W28135,39.520583,0.004997,537,8,6,3851,6908,21.707563,0,0,0.603,181,0.094,0
TX3688,W57377,9.687753,0.001832,382,12,9,3938,2300,3.953469,0,0,0.991,4,0.677,0
TX3689,W33554,13.088382,0.007359,169,18,3,2331,2616,17.780181,1,0,0.432,14,0.399,0
TX3690,W72491,25.630034,0.003682,544,18,7,533,892,7.526899,0,0,0.032,189,0.232,1
TX3691,W65621,16.53071,0.001945,159,8,12,2944,4011,6.441145,1,0,0.302,85,0.915,0
TX3692,W68283,43.025714,0.003387,127,16,18,2317,8953,1.266001,0,1,0.651,108,0.089,0
TX3693,W95140,23.688534,0.00568,206,17,10,2810,1226,12.052898,0,0,0.91,165,0.831,1
TX3694,W26923,39.979133,0.007292,44,2,2,3629,2297,9.793645,0,0,0.615,44,0.561,0
TX3695,W57591,29.031407,0.004871,173,15,17,3759,4910,1.551642,0,0,0.472,60,0.122,0
TX3696,W72261,38.654734,0.005303,74,7,3,3353,6517,5.67379,0,0,0.081,51,0.375,0
TX3697,W64336,16.634317,0.001476,334,1,1,3149,8368,12.186923,0,0,0.145,187,0.534,0
TX3698,W84083,41.571,0.009155,444,2,8,3817,3177,20.208702,0,1,0.053,99,0.172,0
TX3699,W70948,13.729341,0.009294,403,4,13,1856,865,23.236903,0,0,0.711,151,0.128,0
TX3700,W43002,27.305394,0.006866,497,16,11,710,9879,12.888151,0,0,0.831,62,0.273,0
TX3701,W90098,10.701142,0.000275,358,12,8,3427,6583,10.088635,0,0,0.164,187,0.561,0
TX3702,W83016,23.776851,0.005417,332,17,1,1279,2102,23.869313,0,0,0.325,9,0.772,0
TX3703,W36672,15.909442,0.006329,502,4,2,1692,2369,24.071931,0,0,0.479,45,0.962,0
TX3704,W14213,13.335905,0.009947,423,16,18,1940,1243,4.768404,0,0,0.143,195,0.148,1
TX3705,W20293,48.349284,0.009961,507,7,18,980,928,13.291068,0,0,0.416,114,0.009,0
TX3706,W65860,8.004545,0.00859,543,8,9,425,5589,20.524543,0,0,0.967,5,0.982,0
